ID,Merge commit SHA,Parent1,Parent2,Merge Date,File,Topic Branch Version,Mainline Version
11,7be3af1123baf2b0363337dbedf3df6b582cf3ff,29d7c0d50d46b154f5148313c7906699ec237c2f,290326e73e088dacd7a6a20f7c61d17b3105aabc,Tue Dec 20 14:32:09 CET 2016,core/src/main/java/org/elasticsearch/action/search/TransportSearchAction.java,indices.add(remoteIndex);                     } else {                         localIndicesList.add(index);,"GroupShardsIterator shardIterators = clusterService.operationRouting().searchShards(clusterState, concreteIndices, routingMap,             searchRequest.preference());         failIfOverShardCountLimit(clusterService, shardIterators.size());         Map<String, Float> concreteIndexBoosts = resolveIndexBoosts(searchRequest, clusterState);         // optimize search type for cases where there is only one shard group to search on         if (shardIterators.size() == 1) {             // if we only have one group, then we always want Q_A_F, no need for DFS, and no need to do THEN since we hit one shard             searchRequest.searchType(QUERY_AND_FETCH);"
12,7be3af1123baf2b0363337dbedf3df6b582cf3ff,29d7c0d50d46b154f5148313c7906699ec237c2f,290326e73e088dacd7a6a20f7c61d17b3105aabc,Tue Dec 20 14:32:09 CET 2016,core/src/main/java/org/elasticsearch/action/search/TransportSearchAction.java,"if (remoteIndicesByCluster.isEmpty()) {             executeSearch((SearchTask)task, startTimeInMillis, searchRequest, localIndices, Collections.emptyList(),                     Collections.emptySet(), Collections.emptyMap(), listener);         } else {             // nocommit we have to extract this logic to add unittests ideally with manually prepared searchShardsResponses etc.             searchTransportService.sendSearchShards(searchRequest, remoteIndicesByCluster,                 ActionListener.wrap((searchShardsResponses) -> {                     List<ShardIterator> remoteShardIterators = new ArrayList<>();                     Set<DiscoveryNode> remoteNodes = new HashSet<>();                     Map<String, AliasFilter> remoteAliasFilters = new HashMap<>();                     processRemoteShards(searchShardsResponses, remoteShardIterators, remoteNodes, remoteAliasFilters);                     executeSearch((SearchTask)task, startTimeInMillis, searchRequest, localIndices, remoteShardIterators,                             remoteNodes, remoteAliasFilters, listener);                 }, listener::onFailure));         }","searchAsyncAction((SearchTask)task, searchRequest, shardIterators, startTimeInMillis, clusterState,             Collections.unmodifiableMap(aliasFilter), concreteIndexBoosts, listener).start();"
13,eb5cc1e24193e88bb85f608deb3ac09327825528,38060b209695db8d37d516bdcbff0145d0badcc7,63af03a1042a6ae1ed333aaabcd9cfc3a9fc3fec,Mon Dec 19 16:07:02 CET 2016,core/src/main/java/org/elasticsearch/action/bulk/TransportShardBulkAction.java,indexRequest.seqNo(indexResult.getSeqNo());,indexRequest.setSeqNo(indexResult.getSeqNo());
14,eb5cc1e24193e88bb85f608deb3ac09327825528,38060b209695db8d37d516bdcbff0145d0badcc7,63af03a1042a6ae1ed333aaabcd9cfc3a9fc3fec,Mon Dec 19 16:07:02 CET 2016,core/src/main/java/org/elasticsearch/action/delete/TransportDeleteAction.java,"protected WritePrimaryResult<DeleteRequest, DeleteResponse> shardOperationOnPrimary(             DeleteRequest request, IndexShard primary) throws Exception {         return shardBulkAction.executeSingleItemBulkRequestOnPrimary(request, primary);","protected WritePrimaryResult shardOperationOnPrimary(DeleteRequest request, IndexShard primary) throws Exception {         final Engine.DeleteResult result = executeDeleteRequestOnPrimary(request, primary);         final DeleteResponse response;         final DeleteRequest replicaRequest;         if (result.hasFailure() == false) {             // update the request with the version so it will go to the replicas             request.versionType(request.versionType().versionTypeForReplicationAndRecovery());             request.version(result.getVersion());             request.setSeqNo(result.getSeqNo());             assert request.versionType().validateVersionForWrites(request.version());             replicaRequest = request;             response = new DeleteResponse(                 primary.shardId()                 request.type()                 request.id()                 result.getSeqNo()                 result.getVersion()                 result.isFound());         } else {             response = null;             replicaRequest = null;         }         return new WritePrimaryResult(replicaRequest, response, result.getTranslogLocation(), result.getFailure(), primary);"
15,eb5cc1e24193e88bb85f608deb3ac09327825528,38060b209695db8d37d516bdcbff0145d0badcc7,63af03a1042a6ae1ed333aaabcd9cfc3a9fc3fec,Mon Dec 19 16:07:02 CET 2016,core/src/main/java/org/elasticsearch/action/index/TransportIndexAction.java,"protected WritePrimaryResult<IndexRequest, IndexResponse> shardOperationOnPrimary(             IndexRequest request, IndexShard primary) throws Exception {         return shardBulkAction.executeSingleItemBulkRequestOnPrimary(request, primary);","protected WritePrimaryResult shardOperationOnPrimary(IndexRequest request, IndexShard primary) throws Exception {         final Engine.IndexResult indexResult = executeIndexRequestOnPrimary(request, primary, mappingUpdatedAction);         final IndexResponse response;         final IndexRequest replicaRequest;         if (indexResult.hasFailure() == false) {             // update the version on request so it will happen on the replicas             final long version = indexResult.getVersion();             request.version(version);             request.versionType(request.versionType().versionTypeForReplicationAndRecovery());             request.setSeqNo(indexResult.getSeqNo());             assert request.versionType().validateVersionForWrites(request.version());             replicaRequest = request;             response = new IndexResponse(primary.shardId(), request.type(), request.id(), indexResult.getSeqNo(),                     indexResult.getVersion(), indexResult.isCreated());         } else {             response = null;             replicaRequest = null;         }         return new WritePrimaryResult(replicaRequest, response, indexResult.getTranslogLocation(), indexResult.getFailure(), primary);"
16,f766dfca827a91583394c098d7470f0626a18e30,4231aa4feb0361015cfc3eb3080e3b2772877f84,e9bb8d8b38c5ec50f46f9703f4284e1d617ac65d,Fri Dec 09 06:44:04 CET 2016,core/src/main/java/org/elasticsearch/action/index/TransportIndexAction.java,"BulkRequest bulkRequest = new BulkRequest();         bulkRequest.add(request);         bulkRequest.setRefreshPolicy(request.getRefreshPolicy());         bulkRequest.timeout(request.timeout());         bulkRequest.waitForActiveShards(request.waitForActiveShards());         request.setRefreshPolicy(WriteRequest.RefreshPolicy.NONE);         bulkAction.execute(task, bulkRequest, new ActionListener<BulkResponse>() {","if (Strings.hasText(request.getPipeline())) {             if (clusterService.localNode().isIngestNode()) {                 processIngestIndexRequest(task, request, listener);             } else {                 ingestForwarder.forwardIngestRequest(IndexAction.INSTANCE, request, listener);             }             return;         }         // if we don't have a master, we don't have metadata, that's fine, let it find a master using create index API         ClusterState state = clusterService.state();         if (shouldAutoCreate(request, state)) {             CreateIndexRequest createIndexRequest = new CreateIndexRequest();             createIndexRequest.index(request.index());             createIndexRequest.cause(""auto(index api)"");             createIndexRequest.masterNodeTimeout(request.timeout());             createIndexAction.execute(task, createIndexRequest, new ActionListener<CreateIndexResponse>() {"
17,c9f49039d3779e14ee5c10d0fb07e8d4da1a2288,c7a1b3eb5046cc509a94de67e77c18090725b1a4,4c53e55d34194b0f4904682c98160e56ae5c140f,Tue Nov 15 11:14:47 CET 2016,core/src/main/java/org/elasticsearch/cluster/metadata/MetaDataMappingService.java,"if (indicesService.hasIndex(indexMetaData.getIndex()) == false) {                                 // if the index does not exists we create it once, add all types to the mapper service and                                 // close it later once we are done with mapping update                                 indicesToClose.add(indexMetaData.getIndex());                                 IndexService indexService =                                     indicesService.createIndex(indexMetaData, Collections.emptyList(), shardId -> {});","if (indexMapperServices.containsKey(indexMetaData.getIndex()) == false) {                                 MapperService mapperService = indicesService.createIndexMapperService(indexMetaData);                                 indexMapperServices.put(index, mapperService);"
18,c9f49039d3779e14ee5c10d0fb07e8d4da1a2288,c7a1b3eb5046cc509a94de67e77c18090725b1a4,4c53e55d34194b0f4904682c98160e56ae5c140f,Tue Nov 15 11:14:47 CET 2016,core/src/main/java/org/elasticsearch/index/IndexService.java,"IOUtils.close(bitsetFilterCache, indexCache, indexFieldData, indexAnalyzers, refreshTask, fsyncTask, globalCheckpointTask);","IOUtils.close(bitsetFilterCache, indexCache, indexFieldData, mapperService, refreshTask, fsyncTask);"
19,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/action/delete/TransportDeleteAction.java,"public static WriteResult<DeleteResponse> executeDeleteRequestOnPrimary(DeleteRequest request, IndexShard indexShard) {         Engine.Delete delete = indexShard.prepareDeleteOnPrimary(request.type(), request.id(), request.version(), request.versionType());         indexShard.delete(delete);         // update the request with the version so it will go to the replicas         request.versionType(delete.versionType().versionTypeForReplicationAndRecovery());         request.version(delete.version());         request.seqNo(delete.seqNo());         assert request.versionType().validateVersionForWrites(request.version());         DeleteResponse response = new DeleteResponse(indexShard.shardId(), request.type(), request.id(), delete.seqNo(), delete.version(), delete.found());         return new WriteResult<>(response, delete.getTranslogLocation());","public static Engine.DeleteResult executeDeleteRequestOnPrimary(DeleteRequest request, IndexShard primary) {         final Engine.Delete delete = primary.prepareDeleteOnPrimary(request.type(), request.id(), request.version(), request.versionType());         return primary.delete(delete);"
20,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/action/delete/TransportDeleteAction.java,"public static Engine.Delete executeDeleteRequestOnReplica(DeleteRequest request, IndexShard indexShard) {         Engine.Delete delete = indexShard.prepareDeleteOnReplica(request.type(), request.id(), request.seqNo(), request.version(), request.versionType());         indexShard.delete(delete);         return delete;","public static Engine.DeleteResult executeDeleteRequestOnReplica(DeleteRequest request, IndexShard replica) {         final Engine.Delete delete = replica.prepareDeleteOnReplica(request.type(), request.id(), request.version(), request.versionType());         return replica.delete(delete);"
21,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/action/index/TransportIndexAction.java,"final Engine.Index operation = indexShard.prepareIndexOnReplica(sourceToParse, request.seqNo(), request.version(), request.versionType(), request.getAutoGeneratedTimestamp(), request.isRetry());","final Engine.Index operation;         try {             operation = replica.prepareIndexOnReplica(sourceToParse, request.version(), request.versionType(), request.getAutoGeneratedTimestamp(), request.isRetry());         } catch (MapperParsingException e) {             return new Engine.IndexResult(e, request.version());         }"
22,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/action/index/TransportIndexAction.java,"indexShard.index(operation);         // update the version on request so it will happen on the replicas         final long version = operation.version();         request.version(version);         request.versionType(request.versionType().versionTypeForReplicationAndRecovery());         request.seqNo(operation.seqNo());         assert request.versionType().validateVersionForWrites(request.version());         IndexResponse response = new IndexResponse(shardId, request.type(), request.id(), request.seqNo(), request.version(), operation.isCreated());         return new WriteResult<>(response, operation.getTranslogLocation());",return primary.index(operation);
23,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/action/support/replication/TransportReplicationAction.java,listener.onResponse(Empty.INSTANCE);,if (finalFailure == null) {                 listener.onResponse(TransportResponse.Empty.INSTANCE);             } else {                 listener.onFailure(finalFailure);             }
24,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/cluster/metadata/MetaDataCreateIndexService.java,"final IndexService indexService = indicesService.createIndex(nodeServicesProvider, tmpImd,                                 Collections.emptyList(), shardId -> {});","final IndexService indexService = indicesService.createIndex(tmpImd, Collections.emptyList());"
25,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/cluster/metadata/MetaDataIndexAliasesService.java,"indexService = indicesService.createIndex(nodeServicesProvider, index, emptyList(), shardId -> {});","indexService = indicesService.createIndex(index, emptyList());"
26,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/cluster/metadata/MetaDataMappingService.java,"indexService = indicesService.createIndex(nodeServicesProvider, indexMetaData, Collections.emptyList(), shardId -> {});","indexService = indicesService.createIndex(indexMetaData, Collections.emptyList());"
27,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/cluster/metadata/MetaDataMappingService.java,"IndexService indexService = indicesService.createIndex(nodeServicesProvider, indexMetaData,                                     Collections.emptyList(), shardId -> {});","IndexService indexService = indicesService.createIndex(indexMetaData, Collections.emptyList());"
28,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,"index.setCreated(false);                 return;             }             maybeUpdateSequenceNumber(index);             final long updatedVersion = updateVersion(index, currentVersion, expectedVersion);             index.setCreated(deleted);             if (currentVersion == Versions.NOT_FOUND && forceUpdateDocument == false) {                 // document does not exists, we can optimize for create                 index(index, indexWriter);","// skip index operation because of version conflict on recovery                 indexResult = new IndexResult(expectedVersion, false);"
29,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,"maybeAddToTranslog(index, updatedVersion, Translog.Index::new, NEW_VERSION_VALUE);         } finally {             if (index.seqNo() != SequenceNumbersService.UNASSIGNED_SEQ_NO) {                 seqNoService.markSeqNoAsCompleted(index.seqNo());","indexResult = new IndexResult(updatedVersion, deleted);                 location = index.origin() != Operation.Origin.LOCAL_TRANSLOG_RECOVERY                         ? translog.add(new Translog.Index(index, indexResult))                         : null;                 versionMap.putUnderLock(index.uid().bytes(), new VersionValue(updatedVersion));                 indexResult.setTranslogLocation(location);             }             indexResult.setTook(System.nanoTime() - index.startTime());             indexResult.freeze();             return indexResult;"
30,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/index/engine/InternalEngine.java,"if (checkVersionConflict(delete, currentVersion, expectedVersion, deleted)) return;             maybeUpdateSequenceNumber(delete);             final long updatedVersion = updateVersion(delete, currentVersion, expectedVersion);             final boolean found = deleteIfFound(delete, currentVersion, deleted, versionValue);             delete.updateVersion(updatedVersion, found);             maybeAddToTranslog(delete, updatedVersion, Translog.Delete::new, DeleteVersionValue::new);         } finally {             if (delete.seqNo() != SequenceNumbersService.UNASSIGNED_SEQ_NO) {                 seqNoService.markSeqNoAsCompleted(delete.seqNo());             }","final DeleteResult deleteResult;             if (checkVersionConflict(delete, currentVersion, expectedVersion, deleted)) {                 // skip executing delete because of version conflict on recovery                 deleteResult = new DeleteResult(expectedVersion, true);             } else {                 updatedVersion = delete.versionType().updateVersion(currentVersion, expectedVersion);                 found = deleteIfFound(delete.uid(), currentVersion, deleted, versionValue);                 deleteResult = new DeleteResult(updatedVersion, found);                 location = delete.origin() != Operation.Origin.LOCAL_TRANSLOG_RECOVERY                         ? translog.add(new Translog.Delete(delete, deleteResult))                         : null;                 versionMap.putUnderLock(delete.uid().bytes()                         new DeleteVersionValue(updatedVersion, engineConfig.getThreadPool().estimatedTimeInMillis()));                 deleteResult.setTranslogLocation(location);             }             deleteResult.setTook(System.nanoTime() - delete.startTime());             deleteResult.freeze();             return deleteResult;"
31,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/index/shard/TranslogRecoveryPerformer.java,"final Engine.Delete engineDelete = new Engine.Delete(uid.type(), uid.id(), delete.uid(), delete.seqNo(),                         delete.version(), delete.versionType().versionTypeForReplicationAndRecovery(), origin, System.nanoTime(), false);","final Engine.Delete engineDelete = new Engine.Delete(uid.type(), uid.id(), delete.uid(), delete.version(),                         delete.versionType().versionTypeForReplicationAndRecovery(), origin, System.nanoTime());"
32,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/index/translog/Translog.java,"public Delete(Engine.Delete delete) {             this(delete.uid(), delete.seqNo(), delete.version(), delete.versionType());         }","public Delete(Engine.Delete delete, Engine.DeleteResult deleteResult) {             this.uid = delete.uid();             this.version = deleteResult.getVersion();             this.versionType = delete.versionType();         }"
33,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/main/java/org/elasticsearch/indices/cluster/IndicesClusterStateService.java,"indexService =                     indicesService.createIndex(nodeServicesProvider, indexMetaData, buildInIndexListener, globalCheckpointSyncer);","indexService = indicesService.createIndex(indexMetaData, buildInIndexListener);"
34,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/test/java/org/elasticsearch/action/ingest/BulkRequestModifierTests.java,"IndexResponse indexResponse = new IndexResponse(new ShardId(""index"", ""_na_"", 0), indexRequest.type(), indexRequest.id(), 1, 1, true);             originalResponses.add(new BulkItemResponse(Integer.parseInt(indexRequest.id()), indexRequest.opType().lowercase(), indexResponse));","IndexResponse indexResponse = new IndexResponse(new ShardId(""index"", ""_na_"", 0), indexRequest.type(), indexRequest.id(), 1, true);             originalResponses.add(new BulkItemResponse(Integer.parseInt(indexRequest.id()), indexRequest.opType(), indexResponse));"
35,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/test/java/org/elasticsearch/action/support/replication/TransportReplicationActionTests.java,"assertConcreteShardRequest(capturedRequest.request, request, replica.allocationId());","final TransportReplicationAction.ConcreteShardRequest<Request> concreteShardRequest =             (TransportReplicationAction.ConcreteShardRequest<Request>) capturedRequest.request;         assertThat(concreteShardRequest.getRequest(), equalTo(request));         assertThat(concreteShardRequest.getRequest().isRetrySet.get(), equalTo(true));         assertThat(concreteShardRequest.getTargetAllocationID()             equalTo(replica.allocationId().getId()));"
36,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/test/java/org/elasticsearch/index/IndexModuleTests.java,"IndexService indexService = module.newIndexService(nodeEnvironment, deleter, nodeServicesProvider, indicesQueryCache,                 mapperRegistry, shardId -> {} ,new IndicesFieldDataCache(settings, listener));",IndexService indexService = newIndexService(module);
37,d3417fb02291f26964d77767020ef345d18c148f,9ceb0f2cb4d49a090706d4f1e8a223b19ee0e064,179dd885e236d8f7ddfd4d4919e0be6a890743b8,Fri Nov 11 05:40:33 CET 2016,core/src/test/java/org/elasticsearch/index/IndexModuleTests.java,"IndexService indexService = module.newIndexService(nodeEnvironment, deleter, nodeServicesProvider, indicesQueryCache,             mapperRegistry, shardId -> {}, new IndicesFieldDataCache(settings, listener));",IndexService indexService = newIndexService(module);
